,Reviews,Labels,length
9496,"As predictable as a Hallmark card, but not without merit, The Rookie makes for a solid outing. Dennis Quaid, the most reasonable jock actor working today, is absolutely perfect as the science teacher turned baseball player Jimmy Morris. The film is never dumbed down for the children, as would be expected from a G rated film. As a sports film, The Rookie is one of the best I have seen since Any Given Sunday.",1,410
9503,"While this is a faithful adaptation, it is much less exciting than Greene's novel. Also, it's a bit ridiculous when people say things to Boyer like, ""You're Spanish, aren't you?""<br /><br />Still, the movie's not at all bad, just slow-moving.<br /><br />",1,254
9511,"I was impressed that I could take my 5 year old son to this movie without having to cover his ears or eyes. No sex scenes, no profanity, and not even any violence. Just good entertainment, enjoyable from beginning to end. Dennis Quaid pulls off this movie very well.",1,266
9520,There are plenty of reviews on this page that will explain this movie's details far more eloquently than I could; but I would like to offer a simple review for those who occasionally go to the movies for more than entertainment. Raising Victor Vargas is so true you will believe it. This flick gets inside your head.,1,316
9522,"I saw this in the theater and I instantly thought that it is good enough to own on video. I am a big nut for Sci-Fi action flicks though anyway.<br /><br />Without giving any of the story away, it is worth seeing if you like Sci-Fi without requiring much thought. The story is basic, and the plot is very good. Worth your time to see!<br /><br />Maybe they will make a sequel? :)<br /><br />8 out of 10",1,402
9528,"Not knowing what this film was about, I checked it out at the video store and after seeing it, I enjoyed it. Little seen multi-genre flick from director Bernard Rose (Candyman, Immortal Beloved). Great story and characters. As a fan of Glenne Healdy's, I was surprised of her british accent. The only exception for this film was the ending. However, it is worth the rent.",1,371
9559,Good old black and white Graham Greene based people in dangerous times doing heroic and mysterious things. Hardly a shot fired or a punch thrown and a hundred time more interesting than the glop that's being minted by Hollywood today. Bacall lights up the screen of course and Boyer is entirely engaging. They don't make movies like this any more.,1,347
9560,"Creative use of modern and mystical elements: 1956 Cadillac convertible to transport evil stepmother Kathleen Turner (John Waters' ""Serial Mom"") and the 2 twisted sisters; Queen Mab as the faerie godmother; David Warner (Evil in ""Time Bandits"") in redcoat at court; Cinderella (she's a babe) shovelling coal into an insatiable furnace; Cinderella and her prince charming both look like (and act like) rock stars. Isle of Man locations.",1,435
9574,Cracking good yarn with all the actors giving great value. Michael Curtiz at his best. Lots of nice twists and turns and probably the best of the Philo Vance series. William Powell looks wonderfully relaxed and at his debonair best. A forerunner to the Thin Man series. Recommend to everyone. Did you figure it all out?,1,319
9581,"Drum scene is wild! Cook, Jr. is unsung hero of this and many movies. Fantastic actor, great flick. A few twists that keep you moving. A must-see.",1,146
9603,"This Wrestlemania just didn't do it for me. While some things, such as the battle royal and involvement of celebrities were a throwback to the good old days, so to speak, it seemed to be more of a highbrow ""In Your House"" than anything else. Above average...worth it for several matches such as the tag team title match, although worthy of note is that the title change meant nothing, as it was reversed the next night.",1,419
9605,"The plot is tight. The acting is flawless. The directing, script, scenery, casting are all well done. I watch this movie frequently, though I don't know what it is about the whole thing that grabs me. See it and drop me a line if you can figure out why I like it so much.",1,271
9615,"This is a movie that plays to everyone's emotions. We all want a second chance at things. Jim Morris got one, followed his heart and got a chance to live his dream. What a great message and what a great delivery by this movie.",1,226
9625,"When I rented this movie to watch it, I knew that it was not going to be a mindbender movie. Instead I thought of it as a disbelief of reality where someone is going to get a serious beating. And you know what it worked. Kurt Russel did what I though was a remarkable role in showing the emotionless soldier that he was. I recommend this movie if your out with the boys and want to watch a good action film.",1,407
9634,"Chances Are uses that marvelous song by the same name throughout the film. Robert Downey, Jr. is excellent in this movie. His extra large eyes and wonderfully variable facial expressions are part of expertise in acting as different people in diverse films. Compare Robert Downey, Jr. in Chaplin. You will enjoy Chances Are. I did.",1,330
9635,The Rookie kept me smiling from beginning to end. Dennis Quaid played the role to perfection. The little boy that plays his son was fantastic. He made this a father-son movie to remember. The messages are good ones. Follow your dreams. Failing at the pursuit is alright as long as you try. The excitement is palpable. I believe this movie will be a classic.,1,357
9646,"12 year old Arnald Hillerman accidentally kills his older brother Eugene. His feelings are arrested by the fact that his family can not interact with him (or feel it is not the right thing to do). His ONLY refuge is his grandfather, who is the ONLY one who seems to have compassion on him. The Realism will captivate ""true-2-life"" movie lovers, but will not satisfy those that desire action & thrills.",1,401
9647,This film captures the true struggle with identity that is ongoing in our teenage years. It is really moving and it feels strangely like a documentary-not contrived but very real. It is very interesting and unsettling,1,217
9650,Not as bad a film as i thought it would be.<br /><br />It has a good cast.Nice to see Roger Moore back on screen as well as the use of other British actors.<br /><br />Would like to see more of Olivia D`Abo in future projects.Maybe starring opposite her cousin the sexy Maryam D`Abo.<br /><br />Also a good use of unseen locations such as Luxembourg.<br /><br />Hopefully we will see more UK-European co-productions like this.,1,426
9669,"Demonicus is a movie turned into a video game! I just love the story and the things that goes on in the film.It is a B-film ofcourse but that doesn`t bother one bit because its made just right and the music was rad! Horror and sword fight freaks,buy this movie now!",1,265
9685,"This film is worth seeing alone for Jared Harris' outstanding portrayal of John Lennon. It doesn't matter that Harris doesn't exactly resemble Lennon; his mannerisms, expressions, posture, accent and attitude are pure Lennon. Best scene: Lennon in a local cafe verbally sparring with a stuttering fan as to whether Paul McCartney & Wings' ""Silly Love Songs"" is worthy of #1 status in America.",1,392
9711,"This is a bad movie in the traditional sense, but taken for what it is meant to be it is quite good. Very funny and well made, although there are a few death scenes that are in bad taste, what with jiggling breasts as a girl suffocates and so on.",1,246
9718,"Any true wrestling fan would have to consider this Wrestlemania to be one of, if not the best of all time. It was packed with excitement and surprises. One of the greatest matches of all time was between Shawn Michaels and Steve Austin with special guest ref Mike Tyson. The show that Michaels put on was unbelievable, especially considering the shape that his back was in and that this was his last match.",1,406
9732,"As a huge baseball fan, my scrutiny of this film is how realistic it appears. Dennis Quaid had all of the right moves and stances of a major league pitcher. It is a fantastic true story told with just a little too much ""Disney"" for my taste.",1,241
9747,"I just saw this movie the other day when I rented it, and I thought this was going to be just another movie with a girl trying to prove a point, but Diane joined boxing because she wanted to. I thought this movie was good. I gave it a 8/10. That's how good it is. Plus a movie with Michelle Rodriguez is always good. Even is she's been in only six.",1,348
9753,"This was a great movie but it had the worst ending I think I have ever seen!!! The actors were great and displayed wonderful talent. The entire story was twisted and unexpecting, which, is what made it entertaining. As good as the movie was, the entire film is judged by the ending, which was terrible! Maybe a sequel could eliminate this bad ending.",1,350
9754,"I really liked this movie. Kurt manages to act without speaking, letting moments speak for themselves. He doesn't have to verbalize or rationalize his actions, he simply decides and takes action. He is supported by a good cast of actors and settings, and is able to show us a more humane side of soldiers without getting to corny.",1,330
9756,"I had low expectations for this movie, but I was looking for something unchallenging for an evening. I walked out of the theatre totally delighted and somewhat surprised. This is a very fine baseball tribute film, and a nice lesson about pursuing your dreams. Dennis Quaid does a masterful job with his role, and I was touched by his performance. Definitely worth a full price ticket and a couple hours of your time!",1,416
9776,"The cast is excellent, the acting good, the plot interesting, the evolvement full of suspense...but it is hard to cram all those elements into a film that is barely 80 minutes long. If more time was taken to develop the plot and subplots, it would have a much better effect. Another 30 minutes of substance would have made this a very good film rather then just a good one.",1,373
9784,This is a great movie but there could be more about Soylent Green. There should be more scenes of what they do to people. How people act in 2022. I think it would be neat to see if all this does happen in the year 2022 and beyond. Even if you still know what the secret is it is a great movie. So go rent or buy this movie right NOW!!,1,334
9786,"Michelle Rodriguez plays Diana, a high school girl with an insolent scowl and 2 x 4 on her shoulder. She's ready to battle anyone, especially her father who is paying for her brother's boxing lessons. Diana decides boxing would be a good way of focusing her anger.<br /><br />I liked the relationship between Diana and Adrian. Santiago Douglas as Adrian is excellent. Watch how their emotions towards each other are shaped by the squared circle.",1,445
9793,I have to say I quite enjoyed Soldier. Russell was very good as this trained psychopath rediscovering his humanity. Very watchable and nowhere near as bad as I'd been led to believe. Yes it has problems but provides its share of entertainment.,1,243
9797,"The extended nuclear family, united in business as well as in personal life, is examined in this serious study of a grown son's conflict with his father's desire that he remain in the family business. This triggers a midlife crisis which may or may not be ameliorated by an affair and retreat to a shrink's couch. Very fine acting by all. A sleeper that deserves wide attention.",1,378
9812,I happen to run into this movie one night so I decided to watch it! I was very pleased with the movie... I thought it was a wonderful plot. It's a great feeling knowing a deceased one has come back and you get that second chance to say what you want to say! And this wife stayed devoted for 23 years!!! I thought it was a great movie!!,1,335
9818,"I found this film by mistake many years ago & wondered then (still do) why it didn't get the acclaim it should have. Well written, beautiful acting, one ironic twist after another, and THERE IS PLAUSIBILITY in what the nefarious characters are attempting. I would not recommend this film for people with short attention spans; it requires sufficient intelligence to comprehend that there maybe a kernel of truth in this story.",1,426
9839,"Good work by everyone, from scriptwriters, director, and cast; a lovely fun film that becomes believable for sentimental reasons only; a good film for television on those cloudy, cold wintry days when you just want to sit back and enjoy.",1,237
9852,"<br /><br />I really liked this film. One of those rare films that Hollywood Really does not make anymore. William H Macy Is Just great as the hit man with a soul, and Neve Campbell is just flat out fantastic as the woman who puts his life on the track of redemption.<br /><br />If you have a chance, see this film. It earns it's praise",1,336
9854,"Although the film is the adaptation of the French play (forgot the name - sorry), it is a wonderful portrayal of the cheerful side of Georgian character. This film will make you to burst into laughter and will fill your heart with warm sadness. It will display the overwhelming love of life along with human eccentricities.",1,323
9863,"Everyone is either loving or hating this film. I am going with loving. It is so well shot and so well acted. Beautiful. This film is for people who appreciate well crafted film making. If you are not a fan of well done films of course you would hate this. But if you like the tops of acting, photography, story and development, look no further then here.",1,354
9876,"I felt a great joy, after seeing this film, not because it is a master piece, but because it convinced me of, that the Portuguese cinema became really very good. We can see here the best Portuguese actores in this field.",1,220
9895,I bought this while I was playing chess in Hastings. I am from Denmark though. It is very good. Definitely with an understanding of the horror genre. The monster towards the end is very scary. People who criticise this on IMDB should recall that it was a huge succes among serious horror critics.<br /><br />,1,308
9920,"Interesting mix of comments that it would be hard to add anything constructive to. However, i'll try. This was a very good action film with some great set pieces. You'll note I specified the genre. I didn't snipe about the lack of characterisation, and I didn't berate the acting. Enjoy if for what it is people, a well above average action film. I could go on but I've made my comment.",1,386
9929,"'The Rookie' was a wonderful movie about the second chances life holds for us and also puts an emotional thought over the audience, making them realize that your dreams can come true. If you loved 'Remember the Titans', 'The Rookie' is the movie for you!! It's the feel good movie of the year and it is the perfect movie for all ages. 'The Rookie' hits a major home run!",1,370
9936,"Forget the jaded comments that come before these. This is an action packed but sensitive movie about people who overcome real problems in a beautiful setting. Well-acted, even by Elizabeth Berkley. Recommended for anyone who wants to feel something and experience change.",1,271
9942,"I don't know why I like this movie so well, but I never get tired of watching it.",1,81
9946,"Love it, love it, love it! This is another absolutely superb performance from the Divine Miss M. From the beginning to the end, this is one big treat! Don't rent it- buy it now!",1,177
9960,"This is simply the funniest movie I've seen in a long time. The bad acting, bad script, bad scenery, bad costumes, bad camera work and bad special effects are so stupid that you find yourself reeling with laughter.<br /><br />So it's not gonna win an Oscar but if you've got beer and friends round then you can't go wrong.",1,322
9977,"Extremely well-conceived - part whatever happened to, part behind the scenes revisitation, part reunion film - all done in the same campy style that made the original series so much fun. I only wish this had been done 10 years ago to include more guest villains who have passed on.",1,281
9986,"A great film requiring an acquired taste. If you're into action, wham bam films and hate serious love stories then its not for you. Otherwise, if you like to sit in front of a good intelligent movie now and again I recommend this very highly. Easily the best film produced in Bollywood this century.<br /><br />The only other Indian film I would give 10/10 for is Dil Wale Dulhaniya Le Jayenge. Even then it comes second to this masterpiece.",1,441
9992,"This movie makes me want to fall in love all over again!I am naming my next daughter ""Adelaide"". Just so that someone who sings like Ol Blue eyes can swoon her one day, and feel the butterflies I felt hearing it sung, and it wasn't even to me! I give it a 9/10",1,260
10007,"The movie was a suspenseful, and somewhat dark, look at the severe results of a genuinely human mistake. Connery and Fishburne work very well together in this thriller about murder and redemption. Keep your boots on for the strange turnaround at the end of the movie...you'd never expect it!",1,291
10008,"""Tulip"" is on the ""Australian All Shorts"" video from ""Tribe First Rites"" showcasing the talents of first time directors.<br /><br />I wish more scripts had such excellent dialogue.<br /><br />I hope Rachel Griffiths has more stories to tell, she does it so well.",1,262
10009,"While this movie has many flaws, it is in fact a fun '80s movie. Eddie Murphy peaks during his 80's movies here. While his character is indistinguishable from earlier movies, his timing is almost flawless with perfect partners and foils.<br /><br />Couple this with the hypnotic beauty of Charlotte Lewis, this makes for a fun rainy day action-comedy flick.<br /><br />",1,369
10015,"I Enjoyed Watching This Well Acted Movie Very Much!It Was Well Acted,Particularly By Actress Helen Hunt And Actors Steven Weber And Jeff Fahey.It Was A Very Interesting Movie,Filled With Drama And Suspense,From The Beginning To The Very End.I Reccomend That Everyone Take The Time To Watch This Made For Television Movie,It Is Excellent And Has Great Acting!!",1,359
10016,i just got puzzled why damn FOX canceled the season3 although season2 was not as good as season1 which is excellent indeed!!!i like it so much that i even thinking about buying DVD on Amazon.(failed! :_(i am a Chinese student and it's inconvenient for me to get a international credit card and $).i just hope FOX can bring back DA someday somehow!,1,347
10025,"I like the good and evil battle. I liked Eddie in this movie better than any movie he has ever done. He wasn't The smart, cocky, know it all he usually plays. He shows heart and a more humble humor. The fact that it shows there are stranger things in Heaven and on earth than we can think of gives me hope.",1,306
10028,"This show is so full of action, and everything needed to make an awsome show.. but best of all... it actually has a plot (unlike some of those new reality shows...). It is about a transgenic girl who escapes from her military holding base.. I totally suggest bying the DVDs, i've already preordered them... i suggest you do to...",1,329
10039,"If you love cult 70's Sci-fi the way I do, or if you like movies such as ""Repo Man"" or ""Buckaroo Bonzai"" than you're going to love this one. It's a stream of consciousness 70's Sci-fi spectacular, including a 22nd century junkyard and the Earth a million years from now. This movie is pure 70's. Put on Steve Miller's ""Fly Like An Eagle"" or Pink Floyd's ""Dark Side Of The Moon"" and you're ready to go!",1,401
10064,"I waited ages before seeing this as all the reviews I read of this said it was horrible! i rented it expecting the worst, and while it is hardly the best sandler film out there, there are much worse! Sandler frequently talks to the camera and the film does not take itself seriously, but that is all part of the fun! A great way to waste an afternoon, and you might even find yourself laughing once a twice! A good film, well worth renting!",1,440
10068,This Schiffer guy is a real genius! The movie is of excellent quality and both entertaining and educating.<br /><br />I didn't know what a weather girl was before I learned it here.,1,181
10070,"this movie scared me so bad, i am easily scared though so its no big thing but this movie was scary and whoever wasnt scared by this movie, im surprised because everyone i know said it was scary, i hope everyone sees it, but dont see it with the lights off like i did....",1,271
10071,"Although the beginning of the movie in New York takes too long, the movie is a must see for people who like this genre. When Hannah goes to Berlin to visit the older woman who helped her mother during the war, the movie gets much much better.The movie is a bit like The Pianist, can not really be compared.",1,306
10080,"I would never have thought I would almost cry viewing one minute excerpted from a 1920 black and white movie without sound. Thanks to Martin Scorsese I did (the movie was from F. Borzage). You will start to understand (if it's not already the case), what makes a good movie.",1,274
10090,"An enthralling, wonderful look at the films that inspired the excellent Martin Scorsese. Many of the films he speaks of are easy to relate to his works, particularly the earlier ones, the silent era. Very enjoyable despite being a bit long, I found this to be one of the best documentaries on film yet. Required viewing if you admire Martin Scorsese and his work.",1,363
10115,"The second Care Bears movie is immensely better than its predecessor. It has a deeper plot, better character development, and the tunes (especially the closing song) are both catchy and warm-hearted. Sure the movie tends to over stress caring but come on, it IS a Care Bears movie. This movie is a great picture to show to kids because it emphasizes friendship, love, and again, caring. Not to mention the Care Bears are just too adorable!",1,439
10116,"It's very funny. It has a great cast who each give great performances. Especially Sally Field and Kevin Kline. It's a well written screenplay by Andrew Bergman (Honeymoon In Vegas). I don't like soap operas, even though I never watch them. But I do love this film because it's so crazy and off the wall, that it beats the hell out of any stupid soap that they have on daytime television. In my opinion, it's the best film of 1991.",1,430
10138,This film is a quite entertaining horror anthology film (along the lines of Tales from the Crypt) written by Robert Bloch (author of Psycho). It's good fun for horror fans and has an excellent cast. The movie should also be required viewing for Doctor Who fans since Jon Pertwee (the third Doctor) has an amusing role as a rude and obnoxious horror star!,1,354
10155,"I love this show as it action packed with adventure, love and intrigue. Well some times love! It's so good see a show where all the characters work well together and they treat each other with respect. It's also very good to se Dick Van Dyke in a television role as I have only seen him in Mary Poppins. the mixture of the main characters, Mark, Amanda, Jesse and Steve is very capturing to the audience. This is a show you have to watch!",1,438
10157,"I Enjoyed Watching This Well Acted Movie Very Much!It Was Well Acted,Particularly By Actress Helen Hunt And Actors Steven Weber And Jeff Fahey.It Was A Very Interesting Movie,Filled With Drama And Suspense,From The Beginning To The Very End.I Reccomend That Everyone Take The Time To Watch This Made For Television Movie,It Is Excellent And Has Great Acting!!",1,359
10175,"This western is done in a different manner than most others. Realism is the key here. Conchata Farrell comes to Wyoming to work for Rip Torn on his ranch. How this is presented makes for a most interesting slice of Americana. I would have preferred to see this on the big screen rather than on tape, but it's worth a look to see just how life was back in the real west. Cinematography is excellent. Solid 9. Torn & Farrell excel in this movie.",1,443
10181,"Like most people, I've seen Jason Priestley on TV and I think he's great. But I didn't know he had a sister! Justine Priestley is simply ""mah""velous as the scorned other woman. Good music, intrigue, and a death scene involving Amanda's revenge on an abusive Dr. that will stay with you for weeks. I'll leave it at that. Kudos.",1,326
10186,"This is a gem of a movie not just for people who like fun and quirky premises, but who love the history and traditions of Sci-Fi and Classic Hollywood movies. Each alien of the Martian crew is the embodiment of a classic Sci-Fi character or member of Hollywood royalty and it's pure pleasure watching them bounce of each other and the residents of Big Bean.",1,357
10212,"Great acting, great movie. If you are thinking of building see this movie first. The dollar amounts may have changed but everything else is the same. The humor is true to life and emotions are those that anyone who has built has felt.",1,234
10221,There is so much of worth in this movie that it is hard to know where to begin with praise. Let me begin by expressing my admiration for a perfect portrayal by Reese Witherspoon. That her performance stands out in the excellent cast is praise indeed. Robert Mulligan has seldom disappointed those of us who have admired his work. Every frame of The Man in the Moon is evidence of film making at its best.,1,404
10235,"Well, it's yet again a film that plays with your sentiments and you come out all soft as opposed to a rocky film. But I'm a sucker for those so I gave it a good score... the acting was very good and there were a lot of feeling. The violence is kept to a minimal which makes a change. I'd have given it a 9 if it were not for the salute at the end! All in all a good movie with very good actors.<br /><br />",1,406
10260,"Saw this film in August at the 27th Annual National Association of Black Journalists Convention in Milwaukee, WI, it's first public screening. THE FILM IS GREAT!!! Derek Luke is wonderful as Antwone Fisher. This young actor has a very bright future. The real Antwone Fisher did a great job writing the film and Denzel's direction is right on the money. See it opening weekend. You won't be disappointed.",1,403
10266,"Absolutely stunning, warmth for the head and the heart. The kind of movie western movie makers are too rushed, too frenetic to even attempt. My kids watched it, and they loved it too. What real people--goes to show you how cultural differences (the Japanese setting) is less important than the human similarities. Go see it, whether you like dancing or not.",1,357
10269,"One of the best records of Israel's response to the murder of Rabin.Extremely true and natural, it captured the spirit of the nation.Especially important was the response of young people to the trauma of Israel's loss and the feeling that we shall overcome.",1,257
10270,"Much underrated camp movie on the level of Cobra Woman, etc. Photographic stills resemble Rembrandt prints. Sometimes subtle dialog and hidden literate touches found throughout.",1,177
10278,"A DAMN GOOD MOVIE! One that is seriously underrated. The songs that the children sing in the movie gave me a sense of their pain, but also their hope for the future. Whoopi Goldberg puts in a good performance here, but the best performance throughout the whole movie is that of the actress who plays the title character. I wish she was in more movies.<br /><br />This movie should have a higher rating. I give it a 10/10.",1,421
10318,"It is not the same as the other films about dancing. A few normal people found themselves from dancing. Unlike the dancing films in Hollywood, the characters in this film are not handsome or hot young people. They are someone that you may see everyday in your offices. They are some depressed about their lives and finally find themselves and their dreams from dancing. This touches me very deeply.",1,398
10347,"A movie you start watching as a late night cable porn..... It is hot in that department but it has even a lot more.... It has a sense of humor... some action in and out of the ""bed"" and it has reasonable acting as well as a story worth watching...A definite adult only movie but well worth watching...",1,301
10417,Verry classic plot but a verry fun horror movie for home movie party Really gore in the second part This movie proves that you can make something fun with a small budget. I hope that the director will make another one,1,217
10446,"""Shall We Dance?"", a light-hearted flick from Japan, tells of an overworked accountant and family man who is attracted to a dance studio by a beautiful woman he see's from the train during his daily commute. What he finds in the studio are lessons in dancing and, most of all, himself. Funny, poignant, and utterly charming, ""SWD"" is an award winning film well worth a look by more mature viewers. (B)",1,401
10449,"Ok, even if you can't stand Liza- this movie is truly hilarious! The scenes with John Gielgud make up for Liza. One of the true romantic comedy classics from the 20th century. Dudley Moore makes being drunk and irresponsible look cute and amusing and it is damn fun to watch! The one-liners are the best.",1,304
10473,"This unsung quiet gem tells the true story of a POW escape during WW II. The performances are incredible, especially Anthony Steele. The movie works on many different levels: cerebral, emotional, visual, and literal. The dialogue is ingenious and rings very true. In fact, an unusual all-around authenticity puts this one head-and-shoulders above most war epics.",1,362
10474,"I've watched this movie twice, and I plan to see it again. It is the movie that puts you in the director's place, regarding his romantic relations and the political situation in Israel. It also makes me cry because of remembering the wonderful time it was, and the horrible murder described there. It is really worth watching.",1,326
10516,"This movie pleasantly surprised me. It has a touching, slightly off-center approach that never loses your attention. This is a movie I never heard about, but if you want a ""sleeper"", this is it. Great writing, production, and acting. I highly recommend it for audiences who want something thoughtful. Nick Nolte, Sheryl Lee and Alan Arkin are marvelous. Why wasn't more made of this movie?",1,389
10530,"I felt drawn into the world of the manipulation of mind and will at the heart of the story. The acting by Nolte, Lee, Arkin and the supporting cast was superb. The strange twists in the Vonnegut story are made stranger by odd details.",1,234
10542,"The folk who produced this masterful film have done fine service to a novel that stands as perhaps the best fiction work centering upon human guilt and human responsibility ever published. Nolte takes the role of Howard W. Campbell, Jr., and makes it his own, remaining true to Vonnegut's depiction of a man who has lost ALL (to and) for Love.<br /><br />No weaknesses in this fine adaptation.",1,393
10568,"The way the story is developed, keeps the audience wondering what is the tenant's dark past. We get some clues during the series, but enough to keep us interested in the mini-series. The characters are all believable and I personally felt immersed and surrounded by the story.",1,276
10576,"There's something about every ""Hammer"" movie I see that really takes me into a new fantasy world. In the world of ""Hammer"" movies, anything can happen. ""Guardian of the Abyss"" is one of those types of movies. It adventures deep into the occult and hypnosis to bring a different type of horror fantasy. All in all, an unforgettable movie. 7.5/10.",1,345
10585,"<br /><br />Human Body --- WoW.<br /><br />There are about 27,000 Sunrises in human life....<br /><br />Hardly one thousand Sunrises will be watched by 90% of Humans on this planet....<br /><br />Our days are limited...<br /><br />Excellent movie for all women.... makers of human body...<br /><br />Thanks and Regards.<br /><br />",1,331
10601,Paul & Grace Hartman are my husbands grandparents. They were both deceased when we met so watching old movies is a good way to see them and their work. I have always enjoyed old movies and was very happy to discover that this was also a very good one.,1,251
10616,"The movie is a bit ""thin"" after reading the book, but it's still one of the greatest movies ever made. Sheryl Lee is beautiful and Nick Nolte is really ""vonneguty"". He makes great job expressing the feelings from the book to the film. Not many films engage the feeling of the book as well as Mother Night does.",1,310
10637,"This is according to me a quite bizarre movie with a lot of humor in it. I wouldn't say that it is very scary, but more fun I guess. That is if you like horror movies. Scarecrow kind of remembered me of ""Children of the corn"", but still not. If you compare these two movies this is much more fun to watch =)",1,307
10639,i loved this movie it was one of the years best pornos i remember watching it on starz or some god damn thing but it was great. i only saw like half of it and i taped it and all i can say is i loved every minute of what i saw. i didnt sleep for weeks after i saw this movie (although i was very tired.),1,302
10646,I went to see Antone Fisher not knowing what to expect and was most pleasantly surprised. The acting job by Derek Luke was outstanding and the story line was excellent. Of course Denzel Washington did his usual fine job of acting as well as directing. It makes you realized that people with mental problems CAN be helped and this movie is a perfect example of this. Don't miss this one.,1,386
10648,"with very little screen time and money, Dan Katzir manages to do so much. This movie, in its heart-warming simplicity, touches the beauty of love from a fresh angle. rejuvinated lust",1,182
10659,"Excellent film. I cried when she cried, I loved when they loved , I was frustrated when they were. This film touched my heart. It was a reality check for me since this is reality for me, a 19 year old soldier",1,208
10686,"I thought this film was just about perfect. The descriptions/summaries you'll read about this movie don't do it justice. The plot just does not sound very interesting, BUT IT IS. Just rent it and you will not be sorry!!",1,219
10690,"Although not one of Vonnegut's better known works, it is a definite ""must-see"". Interestingly thought out, I especially like how the director filmed the couple in love.",1,168
10707,"I enjoyed the story by itself, but the things that I learned about WWI Planes & boats, make this movie a must see. The close-ups on the plane & the torpedo boat & how they were used were completely new to me. I heartily recommend.",1,230
10738,"Burlinson and Thornton give an outstanding performance in this movie, along with Dennehy. Although it is at first thought to be only about love, it really goes down deeper than that. The beauty of nature captures this movie, placing among one of the best I have ever seen. The horse scenes are absolutely fantastic!! Any horse-lovers out there will love this movie!<br /><br />",1,377
10740,"I caught this movie about 8 years ago, and have never had it of my mind. surely someone out there will release it on Video, or hey why not DVD! The ford coupe is the star.......if you have any head for cars WATCH THIS and be blown away.",1,236
10759,This unpretentious Horror film is probably destined to become a cult classic. Much much better than 90% of the Scream rip-offs out there! I even hope they come up with a sequel!,1,177
10767,Touching; Well directed autobiography of a talented young director/producer. A love story with Rabin's assassination in the background. Worth seeing !<br /><br />,1,162
10768,"If you are tired of films trying too hard to be fairy tales (the ""Pretty Woman"" variety love story), here is a beautiful film in which a Japanese businessman is pulled free from his robotic, dispassionate life when he falls in love...with dancing. Wonderfully drawn characters bring to life a story that is at once deeply funny and poignantly moving.",1,350
10777,"The Wooden Horse is a very clever movie about a very clever and successful escape plan worked out by British POW's during World War II. It is superbly acted with a wry sense of humor, especially the lines expressed by the acid-tongues Leo Genn. Anthony Steele and David Tomlinson (later George Banks in Mary Poppins) are marvelous as the two heroes. The direction is taut and fast-moving throughout. Highly Recommended.",1,419
10789,"This movie was incredible. I would recommend it to anyone, much better than what I had already anticipated. It was definitely a heart-wrenching spectacular movie. It is an amazing story, with amazing actors and creators. Definitely another great movie with Denzel Washington. (shouldn't surprise anyone) Derek Luke did a wonderful job as well.",1,343
10809,"An excellent movie about two cops loving the same woman. One of the cop (Périer) killed her, but all the evidences seems to incriminate the other (Montand). The unlucky Montand doesnt know who is the other lover that could have killed her, and Périer doesnt know either that Montand had an affair with the girl. Montand must absolutely find the killer...and what a great ending! Highly recommended.",1,398
10812,"I think that the movie was kind of weird. In the opening scene, a person is killed for no reason. He doesn't get mentioned again. The special effects could have also be better but i enjoyed watching an older horror movie. It isn't the best example of a classic horror movie but it still was an alright movie. I give it about a 5 out of 10 of the scale.",1,352
10824,"Boris and Bela do well together in this film,whether they are against each other, or paddling the same boat.I saw this one in 1972, and just purchased it from Borders this year. This time watching it with my children,I took note of 2 things: It held the attention of a 3, 4 and 5 year old; and I caught a few things I hadn't when I first watched it.Very swift story with an unpredictable end. A must for movie buffs!!!",1,418
10825,"Any child old enough to sit up in front of a screen will be absolutely captivated by the beautifully drawn images and wonderful music in this heartfelt and humorous re-write of the Grimms' fairytale. They'll be singing 'Bibbity-Bobbity-Boo' before they can even formulate a complete sentence and will continue singing it till their dying days. It is a classic for all children, especially those adults who are young at heart.",1,425
10848,Kenneth Branagh shows off his excellent skill in both acting and writing in this deep and thought provoking interpretation of Shakespeare's most classic and well-written tragedy. Kenneth plays the role of Hamlet with such a distinct emotion that provokes tears. Kate Winslet's performance is also of great note.,1,311
10851,"Gregory Peck gives a brilliant performance in this film. The last 15 minutes (or thereabouts) are great and Peck is an absolute joy to watch. The same cannot however be said for the rest of the film. It's not awful and I'm sure it was made with good intentions, but the only real reason (if I were to be honest) to see it is Peck. For the rest you are better off just reading the Old Testament.",1,394
10855,"Three scumbags get their just deserts after wasting their lives in greed, drugs, ego, and bad attitudes. Interesting and well done; this style of film always makes me wonder where reality leaves off and imagination takes over. Even though these folks were the scum of the earth I still found myself pitying them. They never really stood much of a chance.",1,354
10879,"This is the definitive movie version of Hamlet. Branagh cuts nothing, but there are no wasted moments.",1,102
10884,"Personally, I think Sayonara was the greatest movie he ever made. It touched every emotion from anger to romance to complete tragedy. And Brando should have won for best actor. Anyway, the movie is awesome, the man is attractive to BOTH MEN AND WOMEN and now you have no reason not to see it! Do so, and fall in love.",1,317
10888,"This documentary is incredibly thought-provoking, bringing you in to the lives of two long-time lovers who are in the final stages of AIDS. The past footage of their twenty-some-odd years together really brings their final moments home.<br /><br />If this movie doesn't make you feel the pain and agony of these two fascinating people, you don't have a heart.",1,359
